Trial       WBL      RMSE Peak_RMSE   Agg_Obj      Umax      Lmax      CQOF      CKIF       CK1       TOF       TIF        TG      CKBF
 1334    42.383    96.641    96.641   174.086    19.023   178.585     0.619   451.448    10.472     0.168     0.269     0.304  1158.334
 1335    42.534    95.987    95.987   173.454    14.542   280.327     0.652   321.835    10.684     0.284     0.170     0.222  1059.913
 1336    44.809    95.433    95.433   174.272    18.305   233.439     0.550   331.477    10.052     0.035     0.429     0.320  1132.077
 1338    41.994    96.482    96.482   173.668    17.130   186.675     0.623   342.420    10.114     0.323     0.278     0.326  1108.610
 1340    41.726    96.612    96.612   173.647    15.476   189.411     0.635   308.237    10.054     0.224     0.358     0.263  1125.533
 1341    42.713    95.201    95.201   172.698    17.933   123.578     0.537   279.680    10.208     0.104     0.353     0.591  1023.594
 1342    42.853    95.430    95.430   173.038    17.548   218.552     0.598   207.053     9.494     0.121     0.501     0.351  1165.082
 1344    43.640    95.380    95.380   173.477    17.144   207.982     0.577   338.417    10.035     0.128     0.345     0.323  1123.673
 1346    42.459    96.049    96.049   173.477    17.508   177.633     0.607   380.221    10.241     0.183     0.276     0.299  1129.837
 1347    43.535    95.577    95.577   173.627    19.460   105.954     0.504   276.371    10.061     0.117     0.284     0.311  1066.442
 1349    43.697    95.173    95.173   173.285    15.609   215.302     0.577   340.035     9.899     0.329     0.260     0.223  1084.379
 1350    43.480    95.130    95.130   173.102    18.300   201.810     0.574   380.504     9.652     0.244     0.204     0.219  1068.681
 1352    43.237    95.659    95.659   173.531    14.818   211.206     0.595   274.401    10.074     0.358     0.322     0.347  1146.309
 1353    44.188    94.497    94.497   172.854    17.642   225.286     0.548   283.164     9.646     0.101     0.181     0.182  1062.913
 1354    43.964    94.581    94.581   172.804    18.481   239.744     0.579   302.801     9.519     0.012     0.028     0.149  1143.000
 1356    43.371    95.050    95.050   172.945    18.135   149.138     0.541   288.456    10.034     0.156     0.289     0.286  1083.268
 1357    42.670    94.158    94.158   171.523    16.426   183.335     0.570   248.370     9.711     0.188     0.145     0.091  1021.821
 1358    41.314    94.794    94.794   171.375    13.430   115.733     0.585   211.439    10.364     0.074     0.191     0.253  1059.387
 1359    42.033    96.103    96.103   173.272    14.447   115.110     0.582   459.106     9.915     0.382     0.468     0.385  1061.719
 1361    43.135    96.119    96.119   173.975    15.343   149.706     0.589   416.201    10.138     0.243     0.386     0.291  1222.038
 1362    42.368    95.992    95.992   173.357    14.090   203.250     0.629   214.158     9.489     0.408     0.384     0.148  1193.150
 1363    44.148    95.856    95.856   174.319    16.045   200.246     0.558   212.284    10.012     0.420     0.665     0.134  1161.337
 1365    43.391    96.150    96.150   174.169    15.025   178.413     0.590   354.579    10.325     0.207     0.305     0.459  1222.544
 1367    42.279    96.396    96.396   173.750    13.893   184.753     0.611   296.481    10.609     0.376     0.420     0.409  1109.969
 1368    42.278    94.744    94.744   171.922    15.212   236.074     0.618   208.021    10.049     0.391     0.080     0.224  1036.596
 1369    44.093    96.067    96.067   174.517    16.347   194.701     0.558   244.106    10.689     0.564     0.261     0.070  1124.004
 1371    43.307    95.459    95.459   173.354    15.469   174.398     0.559   297.545    10.273     0.258     0.428     0.400  1070.477
 1373    42.856    96.035    96.035   173.708    14.458   175.135     0.597   348.634    10.304     0.240     0.390     0.365  1158.820
 1375    43.387    95.489    95.489   173.438    15.380   186.583     0.577   285.395    10.367     0.447     0.337     0.172  1117.470
 1376    44.855    94.383    94.383   173.154    13.453   242.379     0.549   228.327     9.350     0.179     0.028     0.129  1151.720
 1378    42.791    95.809    95.809   173.418    13.532   177.533     0.600   345.619     9.832     0.328     0.357     0.189  1140.988
 1380    41.668    96.350    96.350   173.320    12.626   203.066     0.640   375.990    10.924     0.190     0.342     0.193  1053.751
 1382    42.828    95.899    95.899   173.541    14.899   167.473     0.595   372.089    10.207     0.277     0.370     0.268  1150.566
 1383    43.669    96.035    96.035   174.216    12.531   260.993     0.607   399.203     9.811     0.537     0.129     0.271  1041.507
 1384    41.853    95.160    95.160   172.115    16.397   118.983     0.575   205.469    10.510     0.032     0.568     0.160  1115.781
 1385    41.788    95.557    95.557   172.514    15.722   136.387     0.591   287.901     9.251     0.475     0.292     0.046  1052.207
 1386    41.764    95.974    95.974   172.962    14.547   122.268     0.595   228.779     9.134     0.515     0.366     0.045  1146.897
 1388    41.795    97.259    97.259   174.410    13.519   174.503     0.635   384.304    10.452     0.161     0.410     0.384  1168.589
 1389    43.703    96.012    96.012   174.212    19.242   112.273     0.527   522.084    10.317     0.183     0.287     0.507  1072.804
 1390    42.601    95.056    95.056   172.467    15.746   121.492     0.553   414.641     9.426     0.307     0.127     0.158  1018.008
 1391    43.072    94.395    94.395   172.037    15.740   217.221     0.581   298.905     9.868     0.164     0.148     0.098  1013.174
 1392    43.775    94.999    94.999   173.144    17.454   186.963     0.555   392.317     9.977     0.161     0.202     0.157  1059.349
 1393    43.345    95.865    95.865   173.825    15.101   195.911     0.590   344.403    11.515     0.243     0.152     0.007  1116.318
 1394    42.229    95.562    95.562   172.794    14.180   183.019     0.608   305.083     9.752     0.152     0.105     0.230  1102.111
 1395    43.896    95.193    95.193   173.432    15.837   152.985     0.513   329.427     9.767     0.142     0.164     0.400  1000.368
 1397    42.620    95.843    95.843   173.349    14.757   154.931     0.588   345.931    10.353     0.130     0.425     0.399  1130.053
 1398    41.966    95.620    95.620   172.694    13.892   239.565     0.647   329.819     9.783     0.098     0.011     0.020  1055.967
 1400    43.243    95.568    95.568   173.434    16.857   145.895     0.556   434.928    10.183     0.168     0.238     0.424  1075.070
 1401    44.431    95.109    95.109   173.678    17.672   178.958     0.521   329.535     9.026     0.050     0.241     0.411  1074.407
 1402    41.220    97.063    97.063   173.839    15.957   217.568     0.653   302.999    11.520     0.412     0.003     0.363  1018.867
 1403    42.914    95.264    95.264   172.893    12.648   218.485     0.604   355.973     9.861     0.370     0.276     0.116  1037.332
 1405    43.002    95.533    95.533   173.245    12.967   166.514     0.564   327.200    10.373     0.169     0.245     0.574  1042.498
 1406    42.933    94.562    94.562   172.132    12.629   198.521     0.573   249.946     9.717     0.181     0.291     0.223  1023.495
 1407    41.081    96.341    96.341   172.947    10.523   188.248     0.652   326.356    10.685     0.298     0.236     0.099  1039.859
 1408    42.862    94.809    94.809   172.360    13.659   277.212     0.621   216.375     9.553     0.095     0.566     0.008  1025.356
 1410    41.996    95.693    95.693   172.794    15.198   204.818     0.619   319.830    10.703     0.312     0.089     0.260  1023.435
 1411    44.017    94.327    94.327   172.560    13.275   251.162     0.583   252.386     9.145     0.178     0.123     0.030  1115.190
 1413    44.089    96.112    96.112   174.564    13.230   194.021     0.566   461.729    10.587     0.314     0.575     0.329  1113.000
 1415    44.285    95.469    95.469   173.981    13.699   188.615     0.553   327.126    10.150     0.228     0.554     0.160  1131.562
 1417    43.751    95.712    95.712   173.911    14.123   206.266     0.589   336.791    10.483     0.238     0.248     0.302  1195.268
 1418    45.121    95.029    95.029   174.029    11.339   257.888     0.517   206.587     9.910     0.220     0.032     0.349  1012.779
 1420    42.820    96.121    96.121   173.781    13.061   213.210     0.617   348.400    10.733     0.238     0.264     0.314  1140.941
 1421    44.721    94.938    94.938   173.675    10.055   241.305     0.541   216.477    10.071     0.390     0.083     0.075  1037.848
 1422    41.678    95.305    95.305   172.166    12.865   230.100     0.649   210.370    11.272     0.204     0.010     0.060  1074.183
 1424    43.965    95.070    95.070   173.341    13.391   213.850     0.571   291.287    10.116     0.227     0.344     0.200  1124.966
 1426    43.371    95.690    95.690   173.649    14.446   192.909     0.575   314.798    10.733     0.231     0.162     0.428  1104.844
 1427    42.044    96.631    96.631   173.864    15.277   205.430     0.656   355.038    10.672     0.221     0.297     0.073  1203.669
 1428    40.792    96.893    96.893   173.385    12.547   193.070     0.663   267.617    12.612     0.022     0.034     0.014  1061.465
 1430    43.827    95.082    95.082   173.267    14.926   245.334     0.589   315.072    10.212     0.175     0.182     0.243  1113.429
 1432    43.117    95.403    95.403   173.174    12.960   230.486     0.609   306.770    10.560     0.200     0.188     0.221  1118.291
 1433    42.710    94.597    94.597   172.031    14.233   219.592     0.583   213.028    10.804     0.174     0.023     0.227  1006.463
 1434    41.897    96.160    96.160   173.250    11.346   150.292     0.619   392.222    11.000     0.386     0.214     0.047  1112.602
 1436    44.007    94.676    94.676   172.935    11.475   236.391     0.570   254.305    10.199     0.296     0.128     0.128  1062.734
 1437    41.161    96.802    96.802   173.511    18.279   183.022     0.650   289.356    11.048     0.302     0.119     0.299  1131.744
 1439    42.715    95.499    95.499   173.028    13.051   233.509     0.622   358.061    10.492     0.153     0.235     0.164  1075.950
 1440    42.857    96.666    96.666   174.407    12.774   196.514     0.626   356.203     9.172     0.329     0.082     0.093  1226.262
 1441    44.096    95.243    95.243   173.613    14.582   158.067     0.530   200.223     9.377     0.394     0.269     0.444  1191.004
 1443    43.219    96.173    96.173   174.087    12.312   220.348     0.610   377.519    11.053     0.200     0.369     0.309  1145.713
 1444    40.361    96.452    96.452   172.629    16.845   149.337     0.643   239.740     9.895     0.110     0.184     0.193  1082.275
 1445    43.050    96.102    96.102   173.902    15.118   219.468     0.587   214.713    11.507     0.095     0.336     0.524  1112.031
 1446    41.758    95.764    95.764   172.724    16.478   245.608     0.642   281.136     9.655     0.074     0.109     0.191  1022.253
 1447    43.852    96.000    96.000   174.293    16.094   175.562     0.590   377.845     9.361     0.154     0.071     0.209  1326.943
 1449    42.714    96.129    96.129   173.724    15.315   190.947     0.595   327.087    10.423     0.318     0.482     0.433  1084.112
 1451    43.240    95.694    95.694   173.571    14.908   211.837     0.598   352.539    10.504     0.142     0.318     0.314  1129.975
 1453    42.800    96.217    96.217   173.874    12.623   189.262     0.623   407.860    10.530     0.211     0.176     0.178  1219.848
 1455    43.178    95.728    95.728   173.570    15.481   185.615     0.599   331.009     9.775     0.208     0.187     0.243  1217.516
 1456    42.409    96.132    96.132   173.537    16.488   249.399     0.643   304.074     9.324     0.114     0.385     0.048  1107.578
